"Created Date","Record Number","Record Type","Status","Address","Property/Project Name","Description","Expiration Date",
"02/19/2024","SDOTTREE0006692","Tree - Plant/Prune/Remove","Issued","3824    EVANSTON  AVE  N  SEATTLE","Schwartz - 3824 Evanston Ave N - Pruning","Trim 5 parking strip Crabapples for street and sidewalk clearance. Pruning will follow ANSI A300. Arborists adhering to the ANSI A300 pruning standard will not: leave branch stubs, make unnecessary heading cuts, cut off the branch collar (not make a flush cut), top or lion's tail trees (stripping a branch from the inside leaving foliage just at the ends), remove more than 25 percent of the foliage of a single branch. Maintain clearances to roadway, sidewalks, and infrastructure.","03/22/2024",
"02/19/2024","SDOTTREE0006693","Tree - Plant/Prune/Remove","Issued","5906    45TH  AVE  SW  SEATTLE","Dannenbring - 5906 45th Ave SW - Pruning","Pruning Objective:To increase clearance and improve structure of canopy.Pruning Specification:One Katsura (Cercidiphyllum japonicum) tree located in the planting stripDSH: 14.4"" (TRE-1108680)-Selective removal or reduction of crossing interior branches and vertical sprouts-Thin out adventitious growth throughout canopy-Provide SDOT-required street and sidewalk clearance-Pruning cuts to be proper removal or reduction cuts ranging from 1 to 4” diameter-Dead branches below 2” diameter to remain unless otherwise specifiedPruning will follow ANSI A300. Arborists adhering to the ANSI A300 pruning standard will not: leave branch stubs, make unnecessary heading cuts, cut into branch collars, top or lion's tail trees, or remove more than 25% live foliage within the entire tree or off a single branch.","04/25/2024",
"02/19/2024","SDOTTREE0006694","Tree - Plant/Prune/Remove","Issued","361    CROCKETT  ST   SEATTLE","Torris - 361 Crockett St - Removal","Existing Duplex, Planting Strip Adjacent Street.    Remove 2 flowering cherry trees damaged beyond recovery to grade.  Grind stumps below grade.  Replace with 2 City approved trees within the vicinity.     Project location:  South side of Crockett St, approx. halfway between Nob Hill Ave N. and 4th Ave N.--------------------SDOT PERMIT NOTES, AF:Remove two declining ornamental cherries located in the ROW at 361 Crockett St. Grind stumps below grade to prepare site for replanting. Call 811 or visit https://wa.itic.occinc.com/ to schedule a utility locate before stump grinding.Plant two SDOT approved street trees in the ROW at 361 Crockett St. All planting to conform to current ANSI A300 standards, and SDOT Street Tree Manual. Call 811 or visit https://wa.itic.occinc.com/ to schedule a utility locate before digging.SDOT SPACING STANDARDS: street trees shall be planted according to the following guidelines: 3½ feet back from the face of the curb, 5 feet from all underground utility lines (Call 811 to locate lines), 10 feet from power poles, 7 ½ feet from driveways (10 feet recommended), 20 feet from street lights and other existing trees, 30 feet from street intersections (avoid driver sightline issues).  GENERAL PLANTING SPECIFICATIONS: Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to spacing guidelines. Prior to planting perform an 811 locate to mark all underground utilities.","03/06/2025",
"02/18/2024","SDOTTREE0006690","Tree - Plant/Prune/Remove","In Process","1400   S  MAIN  ST   SEATTLE","Plant Amnesty - 1400 S Main - Removal","For our 2024 Arbor Day Event, Plant amnesty has decided to volunteer to help the trees of Wisteria Park. It will be on April 26th.The volunteer Arborist crew will be removing the South and North linden trees located in the east planting strip along 14th ave S between. South Main and South Washington St. The east sidewalk will be closed from south main to south washington st. South Main and South Washington will remain open and we will utilize a spotter and intermittent closures as needed for those sidewalks. We will place a flagger in the northbound 14th bike lane flag cyclists as needed. We will instruct cyclists to dismount and walk until they are through the work zone. Cyclists will not be routed onto 14th Ave S due to the hazard posed by street car tracks. Parking along the east side of 14th will be no-parked and equipment will be staged in the 14th ave parking, sidewalk, and planting strip. There will be no impact to the streetcar operations or any travel lane. We request a waiver of the replanting requirement, both trees being removed are within 30' of an intersection.---------------------SDOT PERMIT NOTES, AF:TCP submitted for review 2/20/2024 -AFReplanting in same place as removals not required - replanting requirements included with permit SDOTTREE0006702 for planting on any frontage of project.",,
"02/16/2024","SDOTTREE0006686","Tree - Plant/Prune/Remove","In Process","402   NE  72ND  ST   SEATTLE","Davies - 402 NE 72nd St - Planting","two street trees are requested along NE 72nd Str. near the front of the 402 NE 72nd St building, which is currently undergoing an internal renovation. Sidewalk repairs will happen the week of 2/26 for where one of these trees can/should be located. The other tree would likely be in a portion of the sidewalk that would otherwise not be touched.",,
"02/16/2024","SDOTTREE0006687","Tree - Plant/Prune/Remove","Initiated","4201    ROOSEVELT  WAY  NE  SEATTLE","4201 Roosevelt Way NE","Plant new street trees at new Bellwether Housing building located at 4201 Roosevelt Way NE.",,
"02/16/2024","SDOTTREE0006688","Tree - Plant/Prune/Remove","Initiated","10019    INTERLAKE  AVE  N  SEATTLE","10019 Interlake Ave N","New apartment building West of Interlake Ave N",,
"02/16/2024","SDOTTREE0006689","Tree - Plant/Prune/Remove","Issued","3657    44TH  AVE  SW  SEATTLE","Gest - 3657 44th Ave SW - REMOVE/PLANT","ROW/ parking strip along 44th Ave SW: Remove 2 existing Amelanchier alnifolia (2"") that are loose in the ground and underperforming. Replace with 2 new Cercis 'Rising Sun' trees, in slightly different locations, planted to City of Seattle standards.  Call 811 before digging. Keep existing lawn. Sidewalk will remain open.","04/06/2024",
"02/15/2024","SDOTTREE0006682","Tree - Plant/Prune/Remove","Withdrawn","1229    21ST  AVE  E  SEATTLE","McKillop - 1229 21st Ave E - Removal","Aging birch tree in back yard - dying",,
"02/15/2024","SDOTTREE0006683","Tree - Plant/Prune/Remove","In Process","1727    25TH  AVE   SEATTLE","1727 25TH AVE","3 SFRS WITH PARKING OFF THE ALLEY",,
"02/15/2024","SDOTTREE0006684","Tree - Plant/Prune/Remove","Awaiting Corrections","7008    29TH  AVE  NE  SEATTLE","7008 29th ave NE - 2306 SDOT - street trees","Demo Existing SFR: Construct New SFR wit AADU. Conceptual approval for protection and retention of existing street trees on  29th Ave NE, one new street tree on 30th ave NE.",,
"02/15/2024","SDOTTREE0005759-A001","Trees - Revision Amendment","Closed","300   W  REPUBLICAN  ST   SEATTLE","300 W Republican - SUSIP0000622","New 8 story, 169-unit apartment building located at 300 W Republican St between 3rd and 4th Avenues West. Seven trees to be removed per civil drawings. Three on W Republican St and four on 3rd Ave W. Installation of tree protection per civil drawings for the four trees on 3rd Ave W.",,
"02/15/2024","SDOTTREE0006685","Tree - Plant/Prune/Remove","In Process","5839    17TH  AVE  S  SEATTLE","5839 17th Ave S","Existing SFR to be converted to DADU, another SFR, AADU and garage to be constructed. Protect one existing street tree and add one new street tree on the west side of 17th Ave S. Protect three existing street trees on the north side of S. Juneau St.",,
"02/14/2024","SDOTTREE0002432-A001","Trees - Revision Amendment","Closed","420   NE  72ND  ST   SEATTLE","ROWE-420 NE 72nd St street trees per SUSIPX356188","New mixed-use building with underground parking. Existing street trees to remain on 72nd, new street trees proposed on 5th. Amendment : One pear removed and replaced on 72nd for health and structure",,
"02/14/2024","SDOTTREE0005472-A001","Trees - Revision Amendment","Closed","10525    3RD  AVE  NW  SEATTLE","10525 3RD AVE NW - SUSIPX416248","Removal of (2) trees along 3rd Ave NW. This is under SUSIPX416248, for new water meter relocation and replacement of sidewalk.",,
"02/14/2024","SDOTTREE0006674","Tree - Plant/Prune/Remove","In Process","920   N  137TH  ST   SEATTLE","Zipley - 920 N 137th St - Pruning","ACCESS HHS1 & SPLICE, THEN PULL FIBER & RISER UP UNK POLE 1, THEN PULL FIBER THROUGH TO UNK POLE 5Need to cut back trees on N side of N 137th St between Aurora Ave N and Linden Ave N in order to connect fiber between pole 1 and pole 5.",,
"02/14/2024","SDOTTREE0006675","Tree - Plant/Prune/Remove","Issued","1949    BOYER  AVE  E  SEATTLE","KUMMEROW -1949 BOYER AVE E = Pruning - 20240109","Applicant Notes:2 flowering cherry (Prunus serrulata) on parking stripRemove deadwood and stubs, prune for code compliance, remove crossing limbs under 2"" diameter, prune East tree back from West tree--------------------------SDOT PERMIT NOTES, AF:Prune two ornamental cherries located in the ROW at 1949 Boyer Ave E as stated in the applicant notes. All pruning must conform to current ANSI A300 standards.","05/07/2024",
"02/14/2024","SDOTTREE0006676","Tree - Plant/Prune/Remove","Issued","12354    24TH  AVE  NE  SEATTLE","24th Ave NE Emergency Sewer Repair","12354 24th Ave NE  Emergency Spot sewer repair of 45 LF collapsed 8 in cem. concrete pipe. remove large sdot ash at corner for stability / safety adjacent to large excavation (3:1 replacement) , remove dead broken small tree (1:1 replacement). Replacements under MOA.","03/15/2024",
"02/14/2024","SDOTTREE0006677","Tree - Plant/Prune/Remove","Awaiting Corrections","6516    PALATINE  AVE  N  SEATTLE","6516 Palatine Ave N Development","Redevelopment of an SFR lot, with proposed street trees along Palatine Avenue N.",,
"02/14/2024","SDOTTREE0006678","Tree - Plant/Prune/Remove","Additional Info Requested","2521   E  MCGRAW  ST   SEATTLE","2521 E McGraw St","Redevelopment of an SFR project site, with street tree proposed",,
"02/14/2024","SDOTTREE0006679","Tree - Plant/Prune/Remove","Issued","1102   NW  70TH  ST   SEATTLE","Kaczmarek - 1102 NW 70th St - Removal","Remove 1 Japanese Maple located in the ROW. Grind stump below grade to allow for future replanting. Prior to grinding perform an 811 locate to mark all underground utilities.Within one year of removal plant 1 replacement tree(s). PLANTING SPECIFICATIONS: Species to be planted shall be selected from the approved street tree list & shall be suitable for the site conditions. Planting shall adhere to all spacing  guidelines. Prior to planting perform an 811 locate to mark all underground utilities. Post-planting, follow up with SDOT Urban Forestry for inventorying and quality assurance.Orig desc: Remove Tree in the planting Strip. We had a meeting with Sherry Graham and our SDOT inspector on site today (2/14/2023) and Sherry with urban forestry was ok with removing the tree die to the circumstances (customer out of sewer service).The location of the tree is at the NW corner of the intersection of NW 70th and 11th Ave NW.","02/20/2025",
"02/14/2024","SDOTTREE0006680","Tree - Plant/Prune/Remove","In Process","2927    39TH  AVE  SW  SEATTLE","2927 39th Ave SW","Conceptual approval",,
"02/14/2024","SDOTTREE0006681","Tree - Plant/Prune/Remove","Corrections Submitted","9004    1ST  AVE  NE  SEATTLE","Koz - 9004 1st Ave NE - Removal and new street trees","side yard. remove tree for new curb cut.new street trees in row on both frontages",,
